Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-12-24 17:00:00,13469.97,13626.42,13395.76,13397.67,133.58,1801918.61,13489.46
2017-12-24 17:30:00,13397.67,13451.67,13100,13141.97,283.74,3755924.63,13237.13
2017-12-24 18:00:00,13129.17,13163.66,12871.15,13163.66,388.7,5055716.6,13006.71
2017-12-24 18:30:00,13163.66,13242.73,12967.92,12970,240.48,3156397.53,13125.35
2017-12-24 19:00:00,12967.92,13000.14,12622,13000.14,432.36,5534263.02,12800.21
2017-12-24 19:30:00,12952.01,13163.66,12839.05,12967.16,279.97,3644700.42,13018.11
2017-12-24 20:00:00,12966.79,13395.76,12863.74,13350.63,326.97,4322138.56,13218.88
2017-12-24 20:30:00,13347,13530.18,13196.57,13443.49,384.1,5153219.7,13416.41
2017-12-24 21:00:00,13443.49,13470,13098.09,13315.45,153.41,2029820.1,13231.74
2017-12-24 21:30:00,13300,13395.76,13086.94,13100.42,123.86,1634311.48,13194.89
2017-12-24 22:00:00,13153.79,13329.03,13024.22,13329.03,144.59,1904284.09,13170.42
2017-12-24 22:30:00,13327.83,13790,13327.83,13789.98,438.08,5954455.77,13592.3
2017-12-24 23:00:00,13790,14079.64,13716.22,13952.31,452.63,6312088.28,13945.24
2017-12-24 23:30:00,14000,14186.82,13734.45,14157.87,276.46,3863491.8,13974.93
2017-12-25 00:00:00,14107.87,14223.04,14026.24,14150,385.78,5453119.3,14135.36
2017-12-25 00:30:00,14150,14278.69,13938.74,14005.92,294.86,4169129.19,14139.33
2017-12-25 01:00:00,14007.05,14012.98,13750.32,13868.11,184.31,2550060.31,13835.72
2017-12-25 01:30:00,13868.15,14039.89,13710,13951.96,149.38,2071662.56,13868.85
2017-12-25 02:00:00,13951.96,14003.25,13700.5,13750,154.48,2133974.65,13814.06
2017-12-25 02:30:00,13707.25,13749.94,13423.68,13560.39,478.88,6505159.25,13584.19
2017-12-25 03:00:00,13543.19,13762.99,13502.32,13739.64,220.14,3008405.32,13665.61
2017-12-25 03:30:00,13739.59,13885.63,13371.62,13429.25,140.4,1899674.58,13530.33
2017-12-25 04:00:00,13429.23,13955,13210,13955,329.86,4431604.69,13434.67
2017-12-25 04:30:00,13955,14195.9,13820,14079.41,130.54,1829031.17,14010.77
